user_id,paper_id,rating
user_1,arxiv_d452ab1ed6,4.0
user_1,arxiv_5bccca740c,4.0
user_1,arxiv_54ac2eda7b,4.0
user_1,arxiv_8127182623,5.0
user_1,http://arxiv.org/abs/1709.05865v1,5.0
user_1,http://arxiv.org/abs/1711.08330v1,3.5
user_1,http://arxiv.org/abs/1906.03717v1,4.0
user_1,http://arxiv.org/abs/1712.03529v1,4.0
user_1,http://arxiv.org/abs/1712.08363v2,4.5
user_2,arxiv_5eae694415,3.0
user_2,arxiv_6fc9bb8782,3.0
user_2,http://arxiv.org/abs/1912.00459v2,5.0
user_2,http://arxiv.org/abs/1912.13075v1,3.0
user_2,arxiv_1dc5d1feb6,4.5
user_2,http://arxiv.org/abs/1711.05443v3,5.0
user_2,http://arxiv.org/abs/1911.10055v1,3.0
user_2,http://arxiv.org/abs/1912.13335v2,4.0
user_2,arxiv_fd61ad682d,5.0
user_2,arxiv_5c934b0234,4.5
user_2,arxiv_268fd1a1da,4.0
user_2,http://arxiv.org/abs/2103.06068v1,4.5
user_2,http://arxiv.org/abs/1407.7650v1,4.5
user_2,http://arxiv.org/abs/2001.01686v1,4.0
user_2,arxiv_c8b3129c43,5.0
user_2,arxiv_16f2cbf148,4.0
user_2,http://arxiv.org/abs/1210.4880v1,4.0
user_2,arxiv_a55c330328,5.0
user_2,http://arxiv.org/abs/1811.12082v1,4.5
user_2,arxiv_de31f49dd4,4.0
user_2,arxiv_052c260110,3.0
user_2,http://arxiv.org/abs/1912.13249v2,4.5
user_2,http://arxiv.org/abs/1912.07319v1,4.5
user_2,http://arxiv.org/abs/1911.11356v1,4.5
user_2,http://arxiv.org/abs/2210.03985v1,5.0
user_2,arxiv_645b212edd,5.0
user_2,http://arxiv.org/abs/2407.12300v1,4.0
user_2,arxiv_224bef0c6d,3.0
user_2,http://arxiv.org/abs/1912.11443v4,4.0
user_2,arxiv_3b1e2c8d23,4.5
user_2,http://arxiv.org/abs/1912.04764v1,4.5
user_2,http://arxiv.org/abs/2010.12529v4,4.0
user_2,arxiv_f075dd4c51,4.0
user_2,http://arxiv.org/abs/1912.00437v1,3.5
user_2,arxiv_0c0001e6d3,3.5
user_2,http://arxiv.org/abs/1711.08690v2,4.0
user_2,arxiv_a3bde7ffc4,3.5
user_2,http://arxiv.org/abs/1911.11359v2,4.0
user_2,http://arxiv.org/abs/1911.07823v2,4.0
user_3,arxiv_729fa6e150,4.5
user_3,arxiv_85458f94c5,3.5
user_3,http://arxiv.org/abs/2302.12969v1,4.0
user_3,arxiv_69ccbc7c5d,4.5
user_3,arxiv_9daa687da6,4.0
user_3,arxiv_0ab4939cfa,3.5
user_3,arxiv_1089e67049,4.0
user_3,http://arxiv.org/abs/2503.10297v1,5.0
user_3,http://arxiv.org/abs/1912.12795v1,4.5
user_3,http://arxiv.org/abs/1712.06723v1,5.0
user_3,http://arxiv.org/abs/1911.05833v1,4.5
user_3,arxiv_a4903ae427,5.0
user_3,arxiv_24f44cd2b6,3.5
user_3,http://arxiv.org/abs/1908.06049v2,4.5
user_3,arxiv_aac1b15ad0,3.0
user_3,http://arxiv.org/abs/1712.09923v1,4.5
user_3,arxiv_4ad0d09314,4.0
user_3,http://arxiv.org/abs/1712.05512v1,4.0
user_3,arxiv_015e1db1d0,5.0
user_3,arxiv_500496de26,5.0
user_3,http://arxiv.org/abs/2001.05844v1,3.0
user_3,arxiv_e407d251f3,4.5
user_3,arxiv_c006be40b9,4.0
user_3,arxiv_ea2592cc7c,4.0
user_3,arxiv_5def08cb90,4.5
user_3,http://arxiv.org/abs/1712.08626v1,4.0
user_3,http://arxiv.org/abs/1712.02321v1,5.0
user_3,http://arxiv.org/abs/1912.03309v1,3.5
user_3,arxiv_f4464cacf4,4.5
user_3,arxiv_d58265f758,4.5
user_3,http://arxiv.org/abs/2008.07353v1,3.5
user_3,arxiv_62ff221ab4,4.0
user_3,http://arxiv.org/abs/1709.09708v1,4.5
user_3,http://arxiv.org/abs/2211.07954v1,4.5
user_3,arxiv_93a43ffc2e,4.0
user_3,http://arxiv.org/abs/1912.08352v1,4.0
user_3,http://arxiv.org/abs/1709.04427v2,3.0
user_3,arxiv_ed5f93d64d,3.5
user_3,arxiv_5ca38e2772,4.0
user_4,arxiv_a4c8ced8c5,4.5
user_4,http://arxiv.org/abs/1701.06547v5,4.0
user_4,arxiv_501171425f,4.0
user_4,http://arxiv.org/abs/2502.18369v1,5.0
user_4,arxiv_fe252ec30f,3.5
user_4,http://arxiv.org/abs/1912.09666v2,3.5
user_4,arxiv_e9876c14b1,4.0
user_4,http://arxiv.org/abs/1712.08212v1,4.5
user_4,arxiv_26853dfd87,4.5
user_4,http://arxiv.org/abs/1912.11263v1,4.0
user_4,arxiv_894330e4a8,5.0
user_4,http://arxiv.org/abs/1710.08500v1,4.5
user_4,http://arxiv.org/abs/1712.05249v1,3.0
user_4,arxiv_e53f557095,4.5
user_4,http://arxiv.org/abs/1912.02318v1,3.0
user_4,arxiv_95f32e2424,4.5
user_4,http://arxiv.org/abs/1712.09527v1,3.5
user_4,arxiv_9832bf42a9,4.5
user_4,arxiv_c6b82ca247,4.0
user_4,http://arxiv.org/abs/1712.09926v3,5.0
user_4,arxiv_9c6897aff6,4.0
user_4,arxiv_5eb3c1ac3b,4.5
user_4,arxiv_00b74333e3,3.5
user_4,arxiv_a0ecfcf3e9,5.0
user_4,http://arxiv.org/abs/2404.07921v3,4.5
user_4,http://arxiv.org/abs/1911.09857v1,3.5
user_4,arxiv_37fbccfce6,5.0
user_4,arxiv_1ca98a845f,4.0
user_4,http://arxiv.org/abs/1911.09207v3,4.5
user_4,arxiv_e6da2d957d,4.5
user_4,http://arxiv.org/abs/1911.07848v4,3.0
user_4,http://arxiv.org/abs/1712.08521v2,5.0
user_4,arxiv_ccd38b28f4,4.0
user_4,arxiv_e39168a460,3.5
user_4,arxiv_b1b9a15917,5.0
user_4,http://arxiv.org/abs/1912.12439v3,4.5
user_4,http://arxiv.org/abs/1912.12245v2,3.0
user_4,arxiv_836f20033a,3.5
user_4,http://arxiv.org/abs/1912.06085v1,4.5
user_5,arxiv_7e4702b0ca,4.5
user_5,arxiv_6866826ca0,4.0
user_5,http://arxiv.org/abs/1711.06614v2,5.0
user_5,http://arxiv.org/abs/1712.07792v1,3.5
user_5,arxiv_ef9a37a5db,3.0
user_5,arxiv_438049b038,3.0
user_5,arxiv_ef28be3216,4.5
user_5,arxiv_a85860fb95,4.0
user_5,arxiv_7c4323f91c,3.0
user_5,arxiv_cd8a3b4023,5.0
user_5,http://arxiv.org/abs/1712.07705v1,5.0
user_5,http://arxiv.org/abs/1712.08987v1,4.5
user_5,http://arxiv.org/abs/1712.08866v1,3.5
user_5,http://arxiv.org/abs/1801.00218v1,4.0
user_5,http://arxiv.org/abs/1712.00270v3,4.5
user_5,http://arxiv.org/abs/1712.07116v1,4.0
user_5,arxiv_f31b8c2680,3.5
user_5,arxiv_fcb0a8b871,3.5
user_5,http://arxiv.org/abs/2402.02410v2,5.0
user_5,arxiv_3bab371695,3.5
user_5,arxiv_4fc4373bf3,4.5
user_5,arxiv_7b3f5715b7,4.0
user_5,http://arxiv.org/abs/1909.11049v1,4.5
user_5,http://arxiv.org/abs/2101.12289v2,4.5
user_5,arxiv_4ca8d454e7,4.0
user_5,arxiv_e377d5c7cf,4.0
user_5,http://arxiv.org/abs/1709.09569v1,4.5
user_5,http://arxiv.org/abs/1912.11213v1,4.0
user_5,http://arxiv.org/abs/1912.11263v1,4.5
user_5,http://arxiv.org/abs/1912.01115v1,4.5
user_5,arxiv_b693fa9c9a,4.0
user_5,arxiv_ce285594c2,4.0
user_5,http://arxiv.org/abs/2001.03237v1,3.5
user_5,http://arxiv.org/abs/2212.14449v2,4.5
user_5,http://arxiv.org/abs/2011.13426v1,3.0
user_5,arxiv_b6b58f4181,5.0
user_5,http://arxiv.org/abs/2410.02491v1,5.0
user_5,arxiv_4eb0a2e7b5,3.5
user_5,http://arxiv.org/abs/1712.01769v6,3.5
user_6,arxiv_d703535792,3.5
user_6,arxiv_8a74c57025,4.5
user_6,arxiv_4bc96b6865,4.0
user_6,http://arxiv.org/abs/1711.10955v1,3.5
user_6,http://arxiv.org/abs/1712.03438v1,3.5
user_6,arxiv_7979634ac3,4.0
user_6,http://arxiv.org/abs/2108.05272v2,4.5
user_6,http://arxiv.org/abs/1712.03133v1,5.0
user_6,arxiv_ac06ea1edf,4.5
user_6,arxiv_917ada7c9c,4.0
user_6,arxiv_28e303954f,3.5
user_6,arxiv_0f7d452978,4.5
user_6,http://arxiv.org/abs/2310.11070v1,5.0
user_6,http://arxiv.org/abs/1912.13421v2,4.0
user_6,http://arxiv.org/abs/1711.10067v3,3.5
user_6,arxiv_bedd6b37d3,3.5
user_6,arxiv_c20c2c3f92,3.5
user_6,http://arxiv.org/abs/1911.10672v2,4.0
user_6,arxiv_eed205a776,5.0
user_6,http://arxiv.org/abs/1711.03955v1,3.5
user_6,http://arxiv.org/abs/1711.04022v2,4.0
user_6,http://arxiv.org/abs/1911.06727v1,4.0
user_6,arxiv_b397fbf251,5.0
user_6,http://arxiv.org/abs/1202.0018v1,4.0
user_6,arxiv_f911156ce8,3.5
user_6,http://arxiv.org/abs/1712.07065v1,3.5
user_6,arxiv_e92ad05be3,4.0
user_6,http://arxiv.org/abs/2407.18515v1,4.5
user_6,arxiv_6320099abf,3.5
user_6,arxiv_63e01ef39d,4.0
user_6,arxiv_c9cf584e0c,4.5
user_6,http://arxiv.org/abs/1912.01665v4,4.0
user_6,http://arxiv.org/abs/2210.10578v1,3.5
user_6,http://arxiv.org/abs/1912.01542v1,5.0
user_6,arxiv_0368eb8327,4.0
user_6,arxiv_2353b0d59c,4.5
user_6,http://arxiv.org/abs/1912.02802v1,4.5
user_6,http://arxiv.org/abs/1709.06536v3,5.0
user_6,arxiv_b59a13cca1,4.0
user_7,arxiv_87a2c05a30,4.0
user_7,arxiv_1089e67049,4.0
user_7,http://arxiv.org/abs/1711.11436v3,4.5
user_7,http://arxiv.org/abs/2309.03667v2,5.0
user_7,arxiv_9670ad6777,4.5
user_7,arxiv_9bdf4604d0,4.5
user_7,http://arxiv.org/abs/1711.06426v1,4.0
user_7,arxiv_8182c4c7c8,4.5
user_7,arxiv_0c8719cfa3,3.0
user_7,arxiv_1703a1fbf5,5.0
user_7,arxiv_5b893a6cee,4.0
user_7,arxiv_010723f320,3.0
user_7,arxiv_6b0d7f0f05,5.0
user_7,http://arxiv.org/abs/1912.13224v2,4.0
user_7,arxiv_8b355485e6,5.0
user_7,http://arxiv.org/abs/1712.05042v2,5.0
user_7,http://arxiv.org/abs/2108.05272v2,4.5
user_7,arxiv_0f29dd11b3,3.0
user_7,http://arxiv.org/abs/1912.11126v1,3.5
user_7,http://arxiv.org/abs/2409.14635v1,5.0
user_7,arxiv_9daa687da6,5.0
user_7,http://arxiv.org/abs/1605.06423v3,4.0
user_7,http://arxiv.org/abs/2103.06068v1,4.0
user_7,arxiv_8baf0cc15a,3.5
user_7,arxiv_56adee247d,5.0
user_7,arxiv_5316e62397,3.5
user_7,http://arxiv.org/abs/1710.04470v4,3.5
user_7,http://arxiv.org/abs/1712.04248v2,4.5
user_7,http://arxiv.org/abs/1911.04226v7,3.5
user_7,arxiv_a4c8ced8c5,5.0
user_7,arxiv_ba5c75b2f7,3.0
user_7,http://arxiv.org/abs/1912.11666v1,3.0
user_7,http://arxiv.org/abs/1712.08226v3,4.0
user_7,http://arxiv.org/abs/1712.01648v1,4.0
user_7,http://arxiv.org/abs/1801.01443v1,3.5
user_7,http://arxiv.org/abs/1711.02386v1,4.0
user_7,http://arxiv.org/abs/2001.00473v1,4.0
user_7,arxiv_afcc95a89f,5.0
user_7,http://arxiv.org/abs/1912.07777v3,3.0
user_8,http://arxiv.org/abs/1712.10128v2,4.5
user_8,http://arxiv.org/abs/1711.07968v1,3.0
user_8,arxiv_027cf1b970,4.0
user_8,http://arxiv.org/abs/1911.12595v1,4.5
user_8,http://arxiv.org/abs/1710.09980v1,3.5
user_8,http://arxiv.org/abs/1712.00789v1,3.0
user_8,http://arxiv.org/abs/1912.13222v2,5.0
user_8,http://arxiv.org/abs/1911.08642v1,5.0
user_8,arxiv_fba0fa611e,5.0
user_8,http://arxiv.org/abs/1712.09718v1,5.0
user_8,http://arxiv.org/abs/1712.08635v1,3.5
user_8,http://arxiv.org/abs/1006.0576v1,3.5
user_8,http://arxiv.org/abs/2405.20959v1,3.0
user_8,http://arxiv.org/abs/1711.07430v1,5.0
user_8,arxiv_438049b038,4.5
user_8,arxiv_ef85b5e143,4.5
user_8,http://arxiv.org/abs/1712.05785v2,5.0
user_8,arxiv_6259936c33,4.0
user_8,arxiv_ee7cf59885,3.5
user_8,http://arxiv.org/abs/1912.12047v2,3.5
user_8,http://arxiv.org/abs/2001.00053v1,3.5
user_8,arxiv_c9557f72a2,4.0
user_8,http://arxiv.org/abs/1712.01507v2,4.0
user_8,http://arxiv.org/abs/1712.09480v2,4.5
user_8,arxiv_dd4ca99a56,3.5
user_8,arxiv_1daca037f6,4.5
user_8,http://arxiv.org/abs/2409.04107v1,4.0
user_8,http://arxiv.org/abs/1911.09152v1,5.0
user_8,arxiv_66caeabca4,4.5
user_8,http://arxiv.org/abs/1912.05748v2,5.0
user_8,arxiv_cc5b4d5d61,4.0
user_8,arxiv_7e4702b0ca,3.5
user_8,arxiv_44b62266be,4.0
user_8,http://arxiv.org/abs/2407.02336v1,3.5
user_8,http://arxiv.org/abs/2203.06660v3,4.0
user_8,arxiv_f041a47e7b,3.5
user_8,arxiv_dd05cf9a3c,4.0
user_8,http://arxiv.org/abs/1712.05048v1,5.0
user_8,http://arxiv.org/abs/1710.07924v1,3.5
user_9,http://arxiv.org/abs/1712.05067v1,4.5
user_9,http://arxiv.org/abs/1912.07172v1,5.0
user_9,arxiv_e219809248,5.0
user_9,arxiv_f082e10de0,4.0
user_9,arxiv_68b10cf9fd,4.5
user_9,http://arxiv.org/abs/1912.12153v1,4.0
user_9,arxiv_371e61c54e,4.0
user_9,http://arxiv.org/abs/1711.04460v3,4.0
user_9,arxiv_6ec93118b9,4.0
user_9,arxiv_bd3f74af9e,4.0
user_9,http://arxiv.org/abs/1911.08182v1,4.5
user_9,arxiv_295a08724d,3.5
user_9,http://arxiv.org/abs/2501.08686v1,4.5
user_9,http://arxiv.org/abs/1911.08854v1,4.5
user_9,arxiv_e1608118b0,5.0
user_9,http://arxiv.org/abs/1712.01648v1,4.0
user_9,arxiv_1182fbf707,5.0
user_9,http://arxiv.org/abs/1909.11049v1,5.0
user_9,http://arxiv.org/abs/2411.13298v2,4.5
user_9,arxiv_29bfe725a3,4.5
user_9,arxiv_f911156ce8,4.0
user_9,http://arxiv.org/abs/1711.01283v1,5.0
user_9,http://arxiv.org/abs/1912.03443v4,4.5
user_9,http://arxiv.org/abs/1801.00345v2,4.0
user_9,arxiv_fc03f720ed,4.0
user_9,arxiv_4784e67000,4.5
user_9,http://arxiv.org/abs/1712.08048v3,3.5
user_9,arxiv_ef51dcfaa9,4.5
user_9,http://arxiv.org/abs/1712.00994v1,3.5
user_9,arxiv_f398a9a6d3,4.0
user_9,arxiv_bf13e873d1,4.5
user_9,arxiv_acc9980a0d,5.0
user_9,arxiv_5e3a09f0bd,4.5
user_9,arxiv_ff9b5be569,4.5
user_9,http://arxiv.org/abs/1712.03603v1,5.0
user_9,arxiv_0fd750f9c7,4.0
user_9,http://arxiv.org/abs/1912.10463v1,4.5
user_9,arxiv_b030364cdc,3.5
user_9,http://arxiv.org/abs/1711.08365v1,4.5
user_10,arxiv_4dd47e786f,4.5
user_10,http://arxiv.org/abs/1912.11977v2,3.5
user_10,arxiv_eed205a776,3.5
user_10,arxiv_9f77be655d,4.5
user_10,http://arxiv.org/abs/1912.08324v2,3.5
user_10,arxiv_f964072c9c,4.0
user_10,http://arxiv.org/abs/1712.04753v3,3.5
user_10,arxiv_ea177ea2aa,4.0
user_10,arxiv_55a4ba5839,5.0
user_10,http://arxiv.org/abs/1712.08091v1,5.0
user_10,http://arxiv.org/abs/1911.09207v3,3.5
user_10,http://arxiv.org/abs/1912.08763v1,4.0
user_10,arxiv_5f63bb4489,5.0
user_10,http://arxiv.org/abs/1712.00190v1,5.0
user_10,arxiv_3e5ab69ac6,3.5
user_10,http://arxiv.org/abs/1912.13066v2,4.5
user_10,arxiv_6792c27a6c,3.5
user_10,arxiv_b924b1c41b,4.0
user_10,arxiv_e2e901fc2d,3.0
user_10,arxiv_b77f1fe3ee,5.0
user_10,http://arxiv.org/abs/1710.10451v2,4.5
user_10,http://arxiv.org/abs/1911.12513v1,3.5
user_10,http://arxiv.org/abs/1912.10330v2,4.5
user_10,arxiv_b59a13cca1,3.5
user_10,http://arxiv.org/abs/1711.06441v1,3.0
user_10,arxiv_b6a8e3e6d7,4.0
user_10,arxiv_8127182623,4.5
user_10,http://arxiv.org/abs/1911.03793v1,3.0
user_10,arxiv_bf0ce4db53,4.0
user_10,http://arxiv.org/abs/1712.08324v1,4.0
user_10,arxiv_9f56476579,4.5
user_10,arxiv_9a84715222,3.5
user_10,http://arxiv.org/abs/2001.00066v2,3.0
user_10,arxiv_307c16182c,4.0
user_10,http://arxiv.org/abs/1712.06340v1,4.0
user_10,arxiv_9bc14b577c,4.5
user_10,http://arxiv.org/abs/1912.06085v1,5.0
user_10,http://arxiv.org/abs/1107.2881v1,3.5
user_10,http://arxiv.org/abs/2502.08976v1,4.5
user_11,arxiv_4fc4373bf3,5.0
user_11,http://arxiv.org/abs/2309.05776v2,4.0
user_11,http://arxiv.org/abs/1711.04595v2,4.5
user_11,http://arxiv.org/abs/1710.10555v2,3.5
user_11,arxiv_38d0da4653,3.5
user_11,arxiv_8819cc67ca,3.5
user_11,arxiv_5c934b0234,3.5
user_11,http://arxiv.org/abs/1912.04797v1,5.0
user_11,http://arxiv.org/abs/1712.02225v6,4.5
user_11,http://arxiv.org/abs/1912.10704v1,5.0
user_11,arxiv_b59a13cca1,4.5
user_11,http://arxiv.org/abs/1912.01679v2,4.5
user_11,arxiv_e54441a4c2,4.0
user_11,arxiv_63a3741845,3.5
user_11,http://arxiv.org/abs/2405.19878v1,4.5
user_11,http://arxiv.org/abs/1912.02522v1,3.5
user_11,http://arxiv.org/abs/1912.10458v1,4.0
user_11,http://arxiv.org/abs/1710.05693v1,3.5
user_11,http://arxiv.org/abs/2008.01710v2,4.0
user_11,arxiv_b924b1c41b,3.5
user_11,http://arxiv.org/abs/1712.00964v2,3.0
user_11,http://arxiv.org/abs/1712.08585v3,4.0
user_11,http://arxiv.org/abs/1912.03854v1,3.5
user_11,http://arxiv.org/abs/1711.00201v2,3.5
user_11,arxiv_3177667c0d,4.0
user_11,arxiv_cb48cfcf5d,4.0
user_11,http://arxiv.org/abs/1706.09937v2,5.0
user_11,http://arxiv.org/abs/2012.06568v4,4.0
user_11,http://arxiv.org/abs/1912.10463v1,5.0
user_11,http://arxiv.org/abs/1712.06070v1,3.5
user_11,arxiv_defabae5f9,4.0
user_11,http://arxiv.org/abs/1912.12049v1,4.0
user_11,arxiv_bbddfdcf46,3.5
user_11,arxiv_0ef0b92383,3.5
user_11,arxiv_3ee140ec00,4.5
user_11,http://arxiv.org/abs/2101.10882v2,4.5
user_11,http://arxiv.org/abs/1712.06481v3,3.5
user_11,http://arxiv.org/abs/1908.06657v2,3.5
user_11,http://arxiv.org/abs/1910.13884v5,4.5
user_12,http://arxiv.org/abs/1712.08817v3,4.0
user_12,http://arxiv.org/abs/1911.07844v1,5.0
user_12,arxiv_c040c4a0ba,4.5
user_12,arxiv_391ba76272,4.0
user_12,arxiv_02f431c9a3,5.0
user_12,http://arxiv.org/abs/2305.01920v1,4.0
user_12,http://arxiv.org/abs/1912.13421v2,4.5
user_12,arxiv_87a2c05a30,4.5
user_12,http://arxiv.org/abs/2001.01559v1,4.5
user_12,http://arxiv.org/abs/1712.01507v2,4.5
user_12,arxiv_b31f24cf82,3.5
user_12,http://arxiv.org/abs/1804.09295v3,5.0
user_12,arxiv_adb92687fd,3.5
user_12,arxiv_478e264060,4.0
user_12,http://arxiv.org/abs/1911.00334v1,3.5
user_12,arxiv_3ee140ec00,3.5
user_12,arxiv_55f78a0439,4.0
user_12,arxiv_bd642ba217,4.5
user_12,http://arxiv.org/abs/1912.09644v1,4.0
user_12,http://arxiv.org/abs/1912.12173v1,3.0
user_12,http://arxiv.org/abs/1712.00043v1,4.5
user_12,arxiv_563bdf1cde,4.5
user_12,arxiv_6e951a5a75,3.5
user_12,arxiv_0b0ae4ec06,4.5
user_12,http://arxiv.org/abs/1801.00068v1,3.0
user_12,http://arxiv.org/abs/1912.11474v3,4.0
user_12,http://arxiv.org/abs/1712.07312v1,4.0
user_12,arxiv_ebb12dfb2b,4.5
user_12,http://arxiv.org/abs/1912.12329v1,4.0
user_12,arxiv_3d9d6f24af,4.0
user_12,http://arxiv.org/abs/1712.10033v2,4.5
user_12,http://arxiv.org/abs/1912.13408v2,4.5
user_12,arxiv_d47ec6c472,4.0
user_12,arxiv_bf73b384a7,4.0
user_12,http://arxiv.org/abs/2410.10706v1,4.5
user_12,http://arxiv.org/abs/1412.3414v2,4.5
user_12,arxiv_967636fbfd,3.5
user_12,arxiv_3393f41093,4.0
user_12,http://arxiv.org/abs/1912.00758v1,4.5
user_13,arxiv_1502fc1eed,4.0
user_13,arxiv_cf64b00f33,3.5
user_13,http://arxiv.org/abs/1711.08961v1,4.5
user_13,http://arxiv.org/abs/1712.06086v1,3.5
user_13,http://arxiv.org/abs/1706.09937v2,4.0
user_13,http://arxiv.org/abs/1911.09882v1,3.0
user_13,arxiv_74efc25987,4.0
user_13,http://arxiv.org/abs/2409.18611v1,4.0
user_13,http://arxiv.org/abs/1912.07854v1,4.5
user_13,arxiv_0b0ae4ec06,4.5
user_13,http://arxiv.org/abs/1912.05676v1,5.0
user_13,http://arxiv.org/abs/2001.02153v2,3.5
user_13,http://arxiv.org/abs/1912.01809v2,3.0
user_13,http://arxiv.org/abs/1711.09057v1,4.0
user_13,http://arxiv.org/abs/1712.05785v2,3.0
user_13,arxiv_1e3bdf5ad3,3.5
user_13,arxiv_18f484b2e7,4.0
user_13,http://arxiv.org/abs/1912.00580v1,4.0
user_13,arxiv_07a00c8324,3.0
user_13,http://arxiv.org/abs/2203.03695v2,4.0
user_13,arxiv_4ce05b83e2,4.0
user_13,arxiv_f964072c9c,3.5
user_13,http://arxiv.org/abs/1710.05106v2,5.0
user_13,http://arxiv.org/abs/2002.09473v1,3.5
user_13,http://arxiv.org/abs/1712.00519v4,3.5
user_13,http://arxiv.org/abs/1712.10282v1,3.5
user_13,http://arxiv.org/abs/1912.12011v2,3.5
user_13,arxiv_6207a6b73a,5.0
user_13,http://arxiv.org/abs/1711.08010v2,3.5
user_13,arxiv_57985d5ec5,4.5
user_13,http://arxiv.org/abs/1912.04761v2,4.0
user_13,arxiv_ded7a5a5c1,4.5
user_13,arxiv_d434d23bb3,5.0
user_13,http://arxiv.org/abs/1711.11023v2,4.5
user_13,arxiv_ce25d600fa,3.0
user_13,arxiv_2d8c0c4f54,4.5
user_13,http://arxiv.org/abs/1712.09923v1,4.0
user_13,http://arxiv.org/abs/1911.05921v3,4.0
user_13,arxiv_17b979d2f9,4.5
user_14,arxiv_0c88daafe4,4.0
user_14,http://arxiv.org/abs/1912.13222v2,4.0
user_14,arxiv_319c29122e,4.0
user_14,http://arxiv.org/abs/2006.13494v1,3.5
user_14,http://arxiv.org/abs/1912.09137v2,4.0
user_14,http://arxiv.org/abs/1711.02427v1,3.5
user_14,arxiv_a80e7aa3ea,4.5
user_14,http://arxiv.org/abs/1912.06513v1,4.0
user_14,arxiv_d731844db4,4.0
user_14,arxiv_8dd262c7a3,4.5
user_14,http://arxiv.org/abs/1711.06434v1,4.5
user_14,arxiv_e357745bc7,3.0
user_14,arxiv_f4846e973b,4.0
user_14,arxiv_505a5a50d1,5.0
user_14,arxiv_ea9eb71336,4.0
user_14,arxiv_0ef0b92383,4.0
user_14,arxiv_c4611f4d7b,3.0
user_14,arxiv_6955452dad,4.5
user_14,arxiv_5316e62397,3.0
user_14,http://arxiv.org/abs/1912.05831v1,4.5
user_14,arxiv_b8404c4204,4.0
user_14,http://arxiv.org/abs/2211.07443v6,4.0
user_14,http://arxiv.org/abs/1911.11699v2,4.0
